"80";"-9979.134";"1007.325";"32.75878";"0.100685";"-0.025144";"0.05229098";"0.993225";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Old Coast Road";"0";"22";"0";"0";"0";"5"
"81";"-9978.25";"1006.509";"31.75917";"0.009525005";"0.05605602";"0.9983737";"-0.004109946";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Sentinel Hill";"0";"22";"0";"0";"0";"5"
"82";"-9978.594";"1007.753";"32.2856";"0.08098298";"-0.02492596";"-0.6514509";"0.7539444";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Elwynn Forest";"0";"22";"0";"0";"0";"5"
"83";"-9977.337";"1009.861";"31.46883";"0.2197095";"-0.6859214";"0.1600134";"0.6750077";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Jangolode Mine";"0";"22";"0";"0";"0";"5"
"84";"-10912.04";"1420.347";"42.52587";"-0.05685598";"0.0006390059";"-0.06554412";"0.9962284";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Old Coast Road";"0";"22";"0";"0";"0";"5"
"85";"-10910.86";"1420.137";"43.48199";"-0.018991";"0.09044499";"0.9936661";"0.06392803";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Duskwood";"0";"22";"0";"0";"0";"5"
"86";"-10670.27";"1022.064";"32.61037";"0.032457";"-0.007081";"-0.813898";"0.580057";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Elwynn Forest";"0";"22";"0";"0";"0";"5"
"87";"-10670.62";"1020.859";"33.41426";"-0.003461";"0.00463";"0.577755";"0.81619";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Moonbrook";"0";"22";"0";"0";"0";"5"
"88";"-10670.62";"1020.91";"31.58259";"0";"0";"0.580703";"0.814115";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Duskwood";"0";"22";"0";"0";"0";"5"
"89";"-9430.911";"62.53646";"56.77877";"0";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Northshire Abbey";"0";"26";"0";"0";"0";"5"
"90";"-9430.866";"64.51041";"56.78524";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Stormwind City";"0";"26";"0";"0";"0";"5"
"91";"-9499.404";"66.82118";"56.01195";"0";"0";"-0.793353";"0.6087618";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Northshire Abbey";"0";"26";"0";"0";"0";"5"
"92";"-9499.422";"66.82986";"56.56776";"0";"0";"-0.793353";"0.6087618";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Stormwind City";"0";"26";"0";"0";"0";"5"
"93";"-9500.087";"68.00347";"56.54922";"0";"0";"-0.1305263";"0.9914448";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Westbrook Garrison";"0";"26";"0";"0";"0";"5"
"94";"-9500.08";"67.98264";"55.99302";"0";"0";"-0.1305263";"0.9914448";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Westfall";"0";"26";"0";"0";"0";"5"
"95";"-9500.56";"66.07813";"56.56288";"0";"0";"0.9914448";"0.1305264";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Eastvale Logging Camp";"0";"26";"0";"0";"0";"5"
"96";"-9500.545";"66.06944";"56.00724";"0";"0";"0.9914448";"0.1305264";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Redridge";"0";"26";"0";"0";"0";"5"
"97";"-9647.844";"-1335.74";"49.68391";"0";"0";"-0.1305261";"0.9914449";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Goldshire";"0";"26";"0";"0";"0";"5"
"98";"-9647.837";"-1335.76";"49.13138";"0";"0";"-0.1305261";"0.9914449";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Stormwind City";"0";"26";"0";"0";"0";"5"
"99";"-9648.317";"-1337.665";"49.67809";"0";"0";"0.9914449";"0.1305259";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Redridge";"0";"26";"0";"0";"0";"5"
"100";"-9647.179";"-1336.913";"49.67783";"0";"0";"-0.7933531";"0.6087617";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Eastvale Logging Camp";"0";"26";"0";"0";"0";"5"
"101";"-10542.55";"-1180.264";"27.82653";"0";"0";"0.601815";"0.7986355";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Stranglethorn";"0";"27";"0";"0";"0";"5"
"102";"-10542.64";"-1180.243";"26.49306";"0";"0";"0.601815";"0.7986355";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Raven Hill";"0";"27";"0";"0";"0";"5"
"103";"-10541.72";"-1181.686";"27.83502";"0";"0";"0.9902681";"0.1391731";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Deadwind Pass";"0";"27";"0";"0";"0";"5"
"104";"-10540.25";"-1180.842";"27.84214";"0";"0";"-0.7986352";"0.6018155";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Redridge";"0";"27";"0";"0";"0";"5"
"105";"-10812.54";"304.4301";"31.43998";"0";"0";"0.990268";"-0.139173";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Stranglethorn";"0";"27";"0";"0";"0";"5"
"106";"-10813.27";"306.6799";"31.47379";"0";"0";"0.139173";"0.990268";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Westfall";"0";"27";"0";"0";"0";"5"
"107";"-10812.51";"304.3433";"30.05175";"0";"0";"0.990268";"-0.139173";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Darkshire";"0";"27";"0";"0";"0";"5"
