"153";"5661";"132759";"15300";"2"
"154";"1542";"135274";"15400";"11"
"155";"472";"135145";"15500";"11"
"156";"5194";"133478";"15600";"11"
"157";"8483";"132402";"15700";"11"
"158";"5729";"135009";"15800";"2"
"159";"6050";"134582";"15900";"5"
"160";"6051";"132540";"16000";"6"
"161";"6060";"132535";"16100";"6"
"162";"1882";"134582";"16200";"5"
"163";"3265";"135005";"16300";"2"
"164";"9767";"132539";"16400";"6"
"165";"5341";"134582";"16500";"5"
"166";"9906";"135009";"16600";"2"
"167";"7081";"132538";"16700";"6"
"168";"5848";"134582";"16800";"5"
"169";"8370";"135005";"16900";"2"
"170";"6077";"132543";"17000";"6"
"171";"12647";"132664";"17100";"3"
"172";"12645";"132665";"17200";"3"
"173";"3261";"132535";"17300";"6"
"174";"15441";"132724";"17400";"3"
"175";"65304";"443401";"17500";"5"
"176";"73553";"443400";"17600";"5"
"177";"7180";"132543";"17700";"6"
"178";"10888";"135011";"17800";"3"
"179";"10006";"134582";"17900";"5"
"180";"10008";"132539";"18000";"6"
"181";"9031";"135011";"18100";"2"
"182";"5633";"132540";"18200";"6"
"183";"8003";"134582";"18300";"5"
"184";"11109";"132538";"18400";"6"
"185";"138272";"134951";"18500";"13"
"186";"5632";"134582";"18600";"5"
"187";"5447";"135005";"18700";"2"
"188";"8740";"134582";"18800";"5"
"189";"8738";"133766";"18900";"2"
"190";"5279";"133476";"19000";"11"
"191";"7777";"135022";"19100";"3"
"192";"9970";"134592";"19200";"5"
"193";"10052";"132539";"19300";"6"
"194";"2499";"135006";"19400";"3"
"195";"2308";"134592";"19500";"5"
"196";"10287";"132539";"19600";"6"
"197";"3218";"132955";"19700";"8"
"198";"7947";"134706";"19800";"5"
"199";"10872";"132540";"19900";"6"
"200";"10150";"132725";"20000";"3"
"201";"4265";"134586";"20100";"5"
"202";"14283";"132537";"20200";"6"
"203";"9785";"132955";"20300";"8"
"204";"6558";"132631";"20400";"3"
"205";"3409";"134583";"20500";"5"
"206";"4734";"132535";"20600";"6"
"207";"20190";"135317";"20700";"11"
"208";"8147";"132610";"20800";"7"
"209";"10890";"132961";"20900";"8"
"210";"12774";"132952";"21000";"8"
"211";"2951";"132938";"21100";"8"
"212";"66873";"445518";"21200";"8"
"213";"2368";"132939";"21300";"8"
"214";"26577";"135274";"21400";"11"
"215";"164727";"132483";"21500";"3"
"216";"20094";"135346";"21600";"11"
"217";"20218";"135312";"21700";"11"
"218";"1379";"134708";"21800";"11"
"219";"17007";"132607";"21900";"7"
"220";"19621";"133482";"22000";"11"
"221";"20443";"135145";"22100";"11"
"222";"1383";"132392";"22200";"11"
"223";"2743";"135638";"22300";"11"
"224";"1682";"134708";"22400";"11"
"225";"19644";"133046";"22500";"11"
"226";"4801";"135323";"22600";"11"
"227";"19699";"133045";"22700";"11"
"228";"19401";"132405";"22800";"11"
"229";"20334";"135139";"22900";"11"
"230";"10295";"132579";"23000";"6"
"231";"2186";"132952";"23100";"8"
"232";"2185";"134591";"23200";"5"
"233";"3900";"135014";"23300";"3"
"234";"2094";"132543";"23400";"6"
"235";"2359";"132952";"23500";"8"
"236";"2176";"134589";"23600";"5"
"237";"2106";"132760";"23700";"3"
"238";"20033";"135329";"23800";"11"
"239";"19726";"133048";"23900";"11"
"240";"19137";"132398";"24000";"11"
"241";"15990";"135166";"24100";"11"
"242";"2710";"135637";"24200";"11"
"243";"6470";"135637";"24300";"11"
"244";"17102";"135011";"24400";"3"
"245";"19271";"132392";"24500";"11"
"246";"2038";"133476";"24600";"11"
"247";"3394";"132492";"24700";"4"
"248";"5730";"135010";"24800";"3"
"249";"5731";"134594";"24900";"5"
"250";"14467";"132952";"25000";"8"
"251";"10908";"132539";"25100";"6"
"252";"3713";"132592";"25200";"6"
"253";"2101";"132939";"25300";"8"
"254";"5441";"134706";"25400";"5"
"255";"14271";"132760";"25500";"3"
"256";"1019";"132624";"25600";"3"
"257";"697";"134583";"25700";"5"
"258";"1020";"132535";"25800";"6"
"259";"510";"132938";"25900";"8"
"260";"2780";"135346";"26000";"11"
"261";"5208";"133490";"26100";"11"
"262";"22102";"132402";"26200";"11"
"263";"2943";"135154";"26300";"11"
"264";"9880";"135006";"26400";"2"
"265";"3443";"132539";"26500";"6"
"266";"19213";"132399";"26600";"11"
