"14";"17";"153";"0";"0";"9"
"15";"25";"154";"0";"0";"9"
"16";"35";"155";"0";"0";"9"
"17";"36";"156";"0";"0";"9"
"18";"37";"157";"0";"0";"9"
"19";"38";"158";"0";"0";"5"
"20";"39";"159";"0";"0";"9"
"21";"40";"160";"0";"0";"9"
"22";"43";"161";"0";"0";"9"
"23";"44";"162";"0";"0";"9"
"24";"45";"163";"0";"0";"5"
"25";"47";"164";"0";"0";"9"
"26";"48";"165";"0";"0";"9"
"27";"49";"166";"0";"0";"5"
"28";"51";"167";"0";"0";"9"
"29";"52";"168";"0";"0";"9"
"30";"53";"169";"0";"0";"5"
"31";"55";"170";"0";"0";"9"
"32";"56";"171";"0";"0";"9"
"33";"57";"172";"0";"0";"9"
"34";"59";"173";"0";"0";"9"
"35";"60";"174";"0";"0";"9"
"36";"61";"175";"0";"0";"9"
"37";"79";"176";"0";"0";"9"
"38";"80";"177";"0";"0";"9"
"39";"85";"178";"0";"0";"9"
"40";"120";"179";"0";"0";"9"
"41";"121";"180";"0";"0";"9"
"42";"127";"181";"0";"0";"5"
"43";"129";"182";"0";"0";"9"
"44";"139";"183";"0";"0";"9"
"45";"140";"184";"0";"0";"9"
"46";"143";"185";"0";"0";"9"
"47";"147";"186";"0";"0";"9"
"48";"148";"187";"0";"0";"5"
"49";"153";"188";"0";"0";"9"
"50";"154";"189";"0";"0";"5"
"51";"192";"190";"0";"0";"9"
"52";"193";"191";"0";"0";"9"
"53";"194";"192";"0";"0";"9"
"54";"195";"193";"0";"0";"9"
"55";"200";"194";"0";"0";"9"
"56";"201";"195";"0";"0";"9"
"57";"202";"196";"0";"0";"9"
"58";"203";"197";"0";"0";"9"
"59";"209";"198";"0";"0";"9"
"60";"210";"199";"0";"0";"9"
"61";"236";"200";"0";"0";"9"
"62";"237";"201";"0";"0";"9"
"63";"238";"202";"0";"0";"9"
"64";"239";"203";"0";"0";"9"
"65";"285";"204";"0";"0";"9"
"66";"286";"205";"0";"0";"9"
"67";"287";"206";"0";"0";"9"
"68";"647";"207";"0";"0";"4"
"69";"710";"208";"0";"0";"9"
"70";"711";"209";"0";"0";"9"
"71";"714";"210";"0";"0";"9"
"72";"718";"211";"0";"0";"9"
"73";"719";"212";"0";"0";"9"
"74";"720";"213";"0";"0";"4"
"75";"727";"214";"0";"0";"4"
"76";"746";"215";"0";"0";"9"
"77";"753";"216";"0";"0";"4"
"78";"754";"217";"0";"0";"4"
"79";"756";"218";"0";"0";"4"
"80";"763";"219";"0";"0";"9"
"81";"766";"220";"0";"0";"9"
"82";"767";"221";"0";"0";"9"
"83";"768";"222";"0";"0";"9"
"84";"776";"223";"0";"0";"4"
"85";"778";"224";"0";"0";"9"
"86";"781";"225";"0";"0";"9"
"87";"788";"226";"0";"0";"9"
"88";"789";"227";"0";"0";"4"
"89";"790";"228";"0";"0";"4"
"90";"791";"229";"0";"0";"4"
"91";"792";"230";"0";"0";"9"
"92";"793";"231";"0";"0";"9"
"93";"794";"232";"0";"0";"9"
"94";"795";"233";"0";"0";"9"
"95";"796";"234";"0";"0";"9"
"96";"797";"235";"0";"0";"9"
"97";"798";"236";"0";"0";"9"
"98";"799";"237";"0";"0";"9"
"99";"809";"238";"0";"0";"4"
"100";"810";"239";"0";"0";"4"
"101";"811";"240";"0";"0";"4"
"102";"812";"241";"0";"0";"4"
"103";"816";"242";"0";"0";"4"
"104";"820";"243";"0";"0";"4"
"105";"821";"244";"0";"0";"4"
"106";"826";"245";"0";"0";"4"
"107";"827";"246";"0";"0";"4"
"108";"832";"247";"0";"0";"4"
"109";"837";"248";"0";"0";"9"
"110";"838";"249";"0";"0";"9"
"111";"839";"250";"0";"0";"9"
"112";"840";"251";"0";"0";"9"
"113";"843";"252";"0";"0";"9"
"114";"844";"253";"0";"0";"9"
"115";"845";"254";"0";"0";"9"
"116";"846";"255";"0";"0";"9"
"117";"847";"256";"0";"0";"9"
"118";"848";"257";"0";"0";"9"
"119";"849";"258";"0";"0";"9"
"120";"850";"259";"0";"0";"9"
"121";"851";"260";"0";"0";"9"
"122";"852";"261";"0";"0";"9"
"123";"853";"262";"0";"0";"9"
"124";"854";"263";"0";"0";"9"
"125";"859";"264";"0";"0";"5"
"126";"860";"265";"0";"0";"9"
"127";"863";"266";"0";"0";"4"
"128";"864";"267";"0";"0";"4"
"129";"865";"268";"0";"0";"4"
"130";"866";"269";"0";"0";"4"
"131";"867";"270";"0";"0";"4"
"132";"868";"271";"0";"0";"4"
"133";"869";"272";"0";"0";"4"
"134";"870";"273";"0";"0";"4"
"135";"871";"274";"0";"0";"4"
"136";"872";"275";"0";"0";"1"
"137";"873";"276";"0";"0";"4"
"138";"876";"277";"0";"0";"9"
"139";"880";"278";"0";"0";"4"
"140";"885";"279";"0";"0";"4"
"141";"886";"280";"0";"0";"4"
"142";"888";"281";"0";"0";"1"
