"6","6409","266"
"7","6410","51"
"8","6411","19"
"9","6412","3881"
"10","6413","3881"
"11","6414","3881"
"12","6415","3881"
"13","6416","3881"
"14","6417","3881"
"15","6418","3881"
"16","6419","3881"
"17","6421","309"
"18","6422","310"
"19","6431","308"
"20","6432","332"
"21","6433","44"
"22","6434","254"
"23","6435","205"
"24","6443","39"
"25","6444","39"
"26","6445","39"
"27","6446","39"
"28","6447","39"
"29","6458","2641"
"30","6460","107"
"31","6465","205"
"32","6466","282"
"33","6468","47"
"34","6469","320"
"35","6474","39734"
"37","6477","180"
"38","6478","327"
"39","6483","53"
"40","6484","53"
"41","6487","74"
"42","6490","74"
"43","6497","164"
"44","6499","3881"
"45","6500","3881"
"46","6501","3881"
"47","6507","246"
"48","6509","180"
"49","6512","633"
"50","6513","147"
"51","6517","395"
"52","6518","395"
"53","6521","1168"
"54","6524","858"
"55","6527","180"
"56","6528","340"
"57","6529","180"
"58","6530","70"
"59","6531","341"
"60","6533","683"
"61","6535","986"
"62","6537","274"
"63","6538","72"
"64","8832","1185"
"65","8834","1186"
"66","8852","7967"
"67","8853","74"
"68","8854","1203"
"69","8855","1205"
"70","8856","1204"
"71","8858","13425"
"73","8873","3119"
"75","3569","390"
"76","3570","91"
"77","3571","107"
"78","3574","774"
"79","3578","107"
"80","3583","19"
"81","3584","846"
"82","3585","749"
"83","3586","846"
"84","3587","749"
"85","3589","798"
"86","3591","101"
"87","3592","147"
"88","3593","147"
"89","3594","215"
"90","3595","215"
"92","3600","39735"
"93","3602","46"
"94","3603","39"
"95","3604","842"
"96","3605","286"
"97","3606","34263"
"98","3607","64"
"99","3609","4000"
"100","3611","64"
"101","3615","763"
"102","3618","87"
"103","3631","814"
"104","3635","861"
"105","3636","1144"
"106","3637","44"
"107","3639","44"
"108","3644","407"
"109","3648","72"
"110","3650","776"
"111","3651","154"
"112","3652","125"
"113","3655","2046"
"114","3657","74"
"115","3658","2046"
"116","3659","13"
"117","3660","157"
"120","3670","104"
"121","3671","796"
"122","4054","148"
"123","4055","353"
"124","4056","676"
"125","4057","333"
"126","4058","56"
"127","4060","9399"
"128","4061","148"
"129","4062","148"
"130","4063","797"
"131","4064","3819"
"132","4065","3819"
"133","4066","3819"
"134","4067","3819"
"135","4068","3819"
"136","4069","3819"
"137","370","39814"
"139","403","51197"
"140","408","39165"
"141","421","61297"
"142","427","263"
"143","428","263"
"144","430","101"
"145","431","101"
"146","432","101"
"147","433","51"
"148","434","51"
"149","435","51"
"150","436","147"
"151","437","147"
"152","438","147"
"153","439","147"
"154","440","147"
"155","441","147"
"156","442","263"
"157","443","263"
"158","444","263"
"159","445","263"
"160","446","263"
"161","447","263"
"165","458","1703"
"166","459","1709"
"170","467","18751"
"171","468","1703"
"173","470","1703"
"174","471","1703"
"175","472","1703"
"178","483","222"
"181","5134","8971"
"182","5137","183"
"184","5140","148"
"185","5141","148"
"186","5143","65616"
"187","5159","380"
"188","5161","215"
"189","5162","206"
"190","5164","522"
"192","5166","104"
"193","5169","161"
"194","5171","39171"
"195","5174","147"
"196","5176","61928"
"197","5185","38276"
"200","5206","180"
"201","5208","731"
"203","5211","61968"
"204","5213","380"
"205","5215","38285"
"206","5217","57304"
"207","5219","727"
"208","5220","47"
"209","9128","246"
"210","9143","148"
"211","9145","4439"
"212","9146","4439"
"213","9147","4439"
"214","9148","4439"
"215","9149","4439"
"216","9156","1383"
"217","9157","1384"
"218","9159","1445"
"219","9163","135"
"220","9172","353"
"221","9174","248"
"222","9176","1403"
"223","9177","51"
"224","9178","1405"
"225","9179","1404"
"226","9192","1464"
"229","9195","4439"
"230","9196","4439"
"231","9197","4439"
"232","9198","4439"
"234","9200","563"
"235","9201","4439"
"236","9202","4439"
"237","9206","4439"
"238","9207","4439"
"239","9208","4439"
"240","9221","74"
"241","9222","74"
"242","9223","74"
"243","9224","74"
"244","9232","1443"
"246","9235","1444"
"247","9252","3499"
"249","2484","39724"
"250","2538","3881"
"251","2539","3881"
"252","2540","3881"
"253","2541","3881"
"254","2542","3881"
"255","2543","3881"
"257","2544","3881"
"258","2545","3881"
"259","2546","3881"
"260","2547","3881"
"261","4070","83"
"262","4071","74"
"263","4072","74"
"264","4073","74"
"265","4074","88"
"266","4075","676"
"267","4077","61"
"268","4078","74"
"269","4079","72"
"270","7426","3182"
"271","7428","3182"
"272","7430","395"
"273","7434","58"
"274","7437","742"
"275","7443","3182"
"276","7448","12234"
"278","7457","3182"
"279","7729","74"
"280","7731","759"
"281","7732","759"
"282","7733","107"
"283","7734","107"
"285","7737","51"
"286","7739","778"
"287","7741","681"
"288","7742","779"
"289","7743","780"
"290","7744","5859"
"291","7745","3182"
"292","7748","3182"
"293","7750","47"
"294","7751","3881"
"295","7752","3881"
"296","7753","3881"
"297","7754","3881"
"298","7755","3881"
"299","7761","783"
"300","7762","681"
"301","7763","107"
"302","7764","969"
"303","7765","86"
"304","7766","3182"
"305","7769","10849"
"306","7771","3182"
"307","7776","3182"
"308","7779","3182"
"309","7782","3182"
"310","7786","3182"
"311","7788","3182"
"312","7791","786"
"313","7793","3182"
"314","5221","52241"
"316","5244","4439"
"317","5246","39244"
"318","5250","34"
"319","5251","34"
"320","5252","74"
"321","5256","44"
"322","5257","101"
"324","5262","1663"
"325","5263","46"
"326","5264","161"
"327","5265","161"
"328","5266","161"
"329","5267","161"
"330","5268","161"
"331","5271","803"
"332","5276","2335"
"333","5277","39152"
"334","5280","201"
"337","5308","51942"
"338","5316","13987"
"339","5320","288"
"340","5321","293"
"341","5322","294"
"342","5323","295"
"343","5324","296"
"344","5325","297"
"345","5337","389"
"346","5363","44"
"347","8259","862"
"348","8260","2416"
"349","8262","319"
"350","8263","366"
"351","8264","863"
"352","8265","864"
"353","8267","868"
"354","8268","869"
"355","8269","870"
"356","8270","1643"
"357","8271","871"
"358","8272","872"
"359","8274","74"
"360","8275","873"
"361","8276","74"
"362","8277","346"
"363","8278","8089"
"364","8279","8089"
"365","8281","875"
"366","8282","876"
"367","8283","874"
"368","8285","879"
"369","8286","878"
"370","8292","36"
"371","8293","10385"
"374","8312","684"
"375","8313","19"
"376","8314","278"
"379","8322","4439"
"381","8326","886"
"382","2548","3881"
"383","2549","3881"
"384","2551","107"
"386","2565","50417"
"387","2575","93"
"388","2576","93"
"389","2581","107"
"390","2582","107"
"392","2597","147"
"393","2598","147"
"394","2599","147"
"395","2600","147"
"396","2601","289"
"397","2602","289"
"398","2606","97"
"399","2607","97"
"400","2608","97"
"401","2609","97"
"402","2610","97"
"404","2629","39"
"405","2630","39"
"406","2633","107"
"407","2634","107"
"408","2636","107"
"410","2639","51"
"411","2641","39442"
"412","2643","62864"
"413","2645","56135"
"415","2649","39443"
"416","2650","34"
"419","2656","394"
"420","2657","390"
"421","2658","390"
"422","2659","390"
"423","2660","13785"
"424","2661","395"
"425","2662","395"
"426","2663","395"
"427","2664","395"
"428","2665","13785"
"429","2666","395"
"430","2667","395"
"431","2668","395"
"432","2670","395"
"433","2671","395"
"434","2672","395"
"435","2673","395"
"436","2674","13785"
"437","6539","107"
"438","6544","39239"
"439","6545","7286"
"440","6552","47968"
"441","6558","409"
"443","6572","47998"
"444","6576","34"
"445","6580","208"
"446","6584","349"
"447","6587","2006"
"448","6589","139"
"449","7794","787"
"451","7803","145"
"452","7806","290"
"453","7807","290"
"454","7808","290"
"455","9769","1712"
"456","9770","1713"
"457","9771","1883"
"458","9774","135"
"459","9775","1712"
"460","9776","1713"
"461","9777","1714"
"462","9779","121"
"463","9781","12728"
"464","9783","12728"
"465","9786","107"
"466","9789","107"
"467","9790","107"
"468","9791","1187"
"469","9795","1723"
"470","9796","1724"
"471","9798","1725"
"472","9800","1726"
"473","9806","1727"
"474","9810","303"
"475","9811","395"
"476","9813","395"
"477","9814","395"
"478","9818","395"
"479","9820","395"
"480","9874","1463"
"481","9879","1463"
"482","9900","3324"
"483","9903","3325"
"484","9906","1743"
"485","9915","1744"
"486","9916","395"
"487","9918","13785"
"488","9920","13785"
"489","9921","13785"
"490","9926","395"
"491","9928","395"
"492","9930","1745"
"493","9931","395"
"494","9933","395"
"495","9935","395"
"496","9937","395"
"497","9939","395"
"498","9942","395"
"499","9945","395"
"500","9949","34"
"501","9950","395"
"502","9952","395"
"503","9954","395"
"504","9956","147"
"505","9957","395"
"506","9959","395"
"507","9961","395"
"508","9964","395"
"509","9966","395"
"510","9968","395"
"511","9970","395"
"512","9972","395"
"513","9974","395"
"514","9976","1166"
"515","9977","190"
"516","8329","887"
"517","8331","148"
"518","8332","889"
"519","8333","148"
"520","8334","395"
"521","8338","891"
"522","8339","2641"
"523","8342","890"
"524","8344","893"
"525","8345","1423"
"526","8346","894"
"527","8347","895"
"528","8348","280"
"529","8349","39687"
"530","8352","897"
"531","8353","896"
"532","8354","34"
"533","8355","610"
"535","8358","1543"
"536","8359","149"
"538","8361","154"
"539","8362","280"
"540","8363","903"
"541","8364","10386"
"542","8365","905"
"543","8366","395"
"544","8367","395"
"545","8368","395"
"546","8372","657"
"548","8374","906"
"550","8376","38"
"551","8377","38"
"552","8379","714"
"553","8382","908"
"554","498","38844"
"555","512","14"
"557","527","38947"
"558","528","70626"
"560","546","39822"
"561","550","187"
"563","556","39705"
"565","568","965"
"566","578","1709"
"567","579","1709"
"568","580","1709"
"569","581","1709"
"570","585","67608"
"571","586","38935"
"574","589","67460"
"575","596","67471"
"577","603","40223"
"578","605","39068"
"579","606","306"
"580","633","38874"
"582","642","46834"
"583","673","633"
"584","6595","610"
"585","6605","1085"
"586","6606","308"
"587","6607","808"
"588","6609","654"
"589","6610","654"
"590","6611","654"
"591","6612","147"
"592","6613","147"
"593","6614","147"
"594","6615","7119"
"595","6617","92"
"596","6618","92"
"597","6620","353"
"598","6624","92"
"599","6626","243"
"600","6627","354"
"601","6630","243"
"602","6634","184"
"603","6636","355"
"604","6648","1703"
"605","6653","1709"
"606","6654","1709"
"607","6655","357"
"608","6656","354"
"609","6657","74"
"610","6658","180"
"611","6661","4439"
"612","6664","360"
"613","6668","359"
"614","6671","243"
"615","6672","363"
"617","6677","139"
"618","6685","382"
"619","6686","1168"
"620","6688","1168"
"621","6690","1168"
"622","6692","1168"
"623","6693","1168"
"624","6695","1168"
"625","6700","681"
"626","6702","4439"
"627","6703","4439"
"628","6704","4439"
"629","6705","4439"
"630","6711","315"
"631","6713","714"
"645","10227","107"
"647","10235","9449"
"648","10239","107"
"649","10244","107"
"650","10245","107"
"651","10246","107"
"652","10248","93"
"653","10249","107"
"654","10250","101"
"655","9979","395"
"656","9980","395"
"659","4086","72"
"660","4089","107"
"662","4091","107"
"663","4093","36"
"664","4094","3881"
"665","4096","4439"
"666","4097","4439"
"667","4100","74"
"668","4102","39"
"669","4104","6"
"670","4105","6"
"671","4107","44"
"672","4108","44"
"673","4109","44"
"674","4111","44"
"675","4130","71"
"676","4131","71"
"677","4132","71"
"678","4134","10"
"679","4135","10"
"680","4137","10"
"681","4139","10"
"682","4141","175"
"683","4142","57"
"684","4143","57"
"685","4146","86"
"686","4147","86"
"687","4148","246"
"688","4149","44"
"689","4150","39"
"690","4153","76"
"691","4154","47"
"692","4159","112"
"693","4164","98"
"694","4165","98"
"695","4166","10"
"699","4170","1564"
"708","4209","135"
"709","4221","135"
"710","4238","209"
"711","4239","63"
"712","4240","39"
"713","4241","39"
"714","4242","34"
"715","4243","34"
"716","4244","121"
"717","4245","121"
"718","4262","107"
"719","4280","121"
"720","4281","39"
"721","4282","34"
"722","4283","34"
"723","4284","34"
"724","7812","40127"
"726","686","21618"
"728","688","40116"
"730","691","40109"
"733","697","40129"
"734","698","40214"
"735","700","87"
"738","703","50585"
"739","710","40072"
"740","712","40123"
"741","720","7298"
"743","731","7298"
"745","740","62147"
"746","742","2643"
"747","744","19"
"748","745","684"
"749","746","100"
"750","755","40212"
"752","768","52969"
"754","772","20420"
"755","5365","44"
"756","5366","44"
"757","5367","44"
"758","5376","10"
"759","5384","39530"
"760","5394","39724"
"761","5396","107"
"762","5401","245"
"763","5403","17"
"766","5407","125"
"767","5408","125"
"768","5409","125"
"769","5412","233"
"770","5413","800"
"771","5414","232"
"772","5416","2617"
"773","5422","802"
"774","5424","178"
"775","5426","72"
"776","5432","12732"
"777","5433","4349"
"778","5484","40258"
"779","5487","53651"
"784","10251","749"
"785","10252","1843"
"786","10253","1166"
"787","10254","1844"
"788","10255","1845"
"789","10256","51"
"790","10257","51"
"791","10258","1863"
"792","10259","1843"
"793","10260","163"
"794","10263","308"
"795","10265","121"
"796","10266","250"
"797","10267","749"
"798","10268","97"
"799","10270","5139"
"802","10340","1905"
"803","10341","10395"
"804","10342","83"
"805","10344","3326"
"806","10345","163"
"807","10346","1904"
"808","10347","1906"
"809","10348","1907"
"810","10351","3097"
"811","10368","2396"
"812","10370","121"
"813","10371","68"
"814","10373","121"
"815","10387","3159"
"816","10388","1930"
"817","10389","1931"
"818","10390","965"
"819","10418","681"
"821","10451","1463"
"822","10452","1946"
"823","10454","886"
"824","10455","1947"
"825","10459","1966"
"826","10482","4439"
"827","10487","4439"
"828","10490","4439"
"829","10499","4439"
"830","10507","4439"
"831","10509","4439"
"832","10511","4439"
"833","2675","395"
"834","2676","2643"
"835","2691","177"
"836","2737","395"
"837","2738","395"
"838","2739","395"
"839","2740","395"
"840","2741","395"
"841","2742","395"
"845","2782","57236"
"846","2795","3881"
"850","2818","39092"
"851","2823","39090"
"852","2825","39723"
"853","2828","3324"
"854","2829","3324"
"855","2830","3324"
"856","2831","3326"
"857","2832","3326"
"858","2833","3326"
"859","7814","40119"
"860","7817","395"
"862","7821","790"
"863","7827","3881"
"864","7828","3881"
"865","7829","107"
"866","7836","92"
"867","7837","92"
"868","7840","633"
"869","7841","92"
"870","7844","633"
"871","7845","92"
"872","7855","1929"
"873","7857","3182"
"874","7859","3182"
"876","7863","3182"
"877","7865","7323"
"878","7867","3182"
"879","7870","40122"
"880","7874","107"
"881","7875","107"
"883","7891","793"
"884","7892","1168"
"885","7893","1168"
"886","7896","794"
"887","7897","795"
"888","7901","630"
"889","7902","795"
"890","7914","788"
"891","7920","92"
"892","7922","39279"
"893","7923","807"
"895","7926","100"
"896","7927","100"
"897","7928","5499"
"898","7929","5499"
"899","7932","187"
"900","7933","187"
"901","7934","5499"
"902","7935","5499"
"903","7938","250"
"904","7940","779"
"906","19750","71329"
"907","19755","70"
"910","5512","180"
"911","5513","12789"
"912","5514","182"
"913","5515","983"
"914","5543","72"
"915","5545","7758"
"916","5547","8131"
"919","5567","38"
"920","5568","672"
"922","5579","86"
"924","5595","107"
"925","5605","135"
"926","5607","865"
"927","3869","1168"
"928","3870","1168"
"929","3871","1168"
"930","3872","1168"
"931","129083","20421"
"932","8383","290"
"933","8384","657"
"934","8385","905"
"935","8386","909"
"936","8391","744"
"937","8394","1708"
"938","8395","1705"
"939","8396","1707"
"940","8398","13"
"941","8399","87"
"947","8433","943"
"948","8435","944"
"962","8465","1168"
"963","8467","1168"
"964","8483","1168"
"965","8489","1168"
"969","8510","966"
"970","8511","966"
"973","2871","142"
"974","2880","2816"
"975","2881","4439"
"980","2912","31358"
"982","2948","54281"
"983","2950","107"
"984","2963","1168"
"985","2964","1168"
"986","2969","188"
"995","2983","39173"
"998","3011","557"
"1000","3019","578"
"1002","3026","40220"
"1006","3045","39565"
"1007","3052","1465"
"1008","3053","1465"
"1009","3054","1465"
"1010","3055","1465"
"1013","6717","353"
"1014","6719","681"
"1015","6724","633"
"1016","6725","10383"
"1017","6726","20599"
"1018","6727","826"
"1019","6728","805"
"1020","6730","392"
"1021","6741","74"
"1022","6742","6682"
"1023","6743","107"
"1024","6744","107"
"1025","6745","107"
"1026","6746","107"
"1029","6749","399"
"1030","6751","19"
"1031","6753","400"
"1032","6754","402"
"1033","6755","403"
"1035","6758","404"
"1036","6759","405"
"1037","6766","681"
"1038","6767","7262"
"1039","19769","3819"
"1040","19771","372"
"1041","19772","353"
"1042","19773","5659"
"1043","19774","5419"
"1044","19775","27"
"1045","19776","71"
"1046","19777","39"
"1047","19778","210"
"1048","19779","290"
"1049","19780","5420"
"1050","19781","5421"
"1051","19784","3819"
"1052","19788","2641"
"1053","19790","395"
"1054","19791","395"
"1055","19792","395"
"1056","19793","395"
"1057","19794","2641"
"1058","19795","395"
"1059","19796","395"
"1060","19797","161"
"1061","19798","5424"
"1062","19799","395"
"1065","19802","130"
"1066","19804","74"
"1067","19805","74"
"1068","19808","5650"
"1069","19811","5439"
"1070","19812","5440"
"1071","19813","2069"
"1072","19814","395"
"1073","19815","395"
"1074","19816","516"
"1075","19819","395"
"1076","18604","4880"
"1077","18605","4880"
"1078","18606","4880"
"1079","18607","4880"
"1080","18608","100"
"1081","18609","4919"
"1082","18610","100"
"1083","18611","4880"
"1084","18612","4880"
"1085","18613","4880"
"1086","18614","4880"
"1087","18615","4880"
"1088","18616","4880"
"1089","18617","4919"
"1090","18618","4880"
"1091","18619","4880"
"1092","18620","4880"
"1093","18621","4880"
"1094","18622","4880"
"1095","18623","4880"
"1096","18624","4880"
"1097","18625","4880"
"1098","18626","4880"
"1099","18627","4880"
"1100","18628","4880"
"1101","18629","5499"
"1102","10803","1707"
"1103","10804","1707"
"1104","10805","1305"
"1105","10807","886"
"1106","10828","965"
"1107","10831","2066"
"1108","10832","2067"
"1109","8517","180"
"1110","8532","563"
"1111","8552","346"
"1112","8553","984"
"1113","8554","985"
"1114","8555","121"
"1115","7620","759"
"1116","7621","760"
"1117","7623","1168"
"1118","7624","1168"
"1119","7629","1168"
"1120","7630","1168"
"1121","7633","1168"
"1122","7636","1168"
"1123","7638","162"
"1124","7639","1168"
"1125","7643","1168"
"1126","7645","137"
"1127","7655","772"
"1128","774","38292"
"1130","781","39504"
"1131","785","4839"
"1132","799","263"
"1133","802","7419"
"1134","804","7420"
"1135","806","147"
"1136","818","703"
"1137","823","51"
"1138","829","56"
"1139","830","56"
"1140","833","101"
"1142","835","657"
"1143","836","69"
"1144","845","49230"
"1145","851","131"
"1146","853","49209"
"1149","883","39440"
"1151","898","215"
"1152","921","251"
"1153","932","34"
"1154","952","12486"
"1156","980","824"
"1157","982","39573"
"1159","6770","39167"
"1160","6777","1704"
"1162","6789","22584"
"1163","6795","1563"
"1164","6802","180"
"1165","6803","654"
"1166","6805","180"
"1167","6807","53787"
"1168","6813","201"
"1169","6814","19"
"1170","6816","848"
"1171","6817","848"
"1172","6818","848"
"1173","6819","848"
"1174","6844","308"
"1175","6864","711"
"1176","6866","453"
"1177","6869","3016"
"1178","6870","453"
"1179","6873","456"
"1180","6894","87"
"1181","6896","1704"
"1182","6897","1704"
"1183","6898","1704"
"1184","6899","1704"
"1185","6902","476"
"1186","6903","476"
"1187","6905","33"
"1188","6907","139"
"1189","6909","855"
"1190","6910","3362"
"1191","6913","32"
"1192","6917","809"
"1193","6918","353"
"1194","6920","184"
"1195","6921","34"
"1196","6922","477"
"1197","9253","3499"
"1198","9256","87"
"1199","9257","132"
"1200","9268","681"
"1201","9269","395"
"1202","9271","2641"
"1203","9273","2641"
"1204","9275","1284"
"1205","10833","2068"
"1206","10834","1305"
"1207","10835","1305"
"1208","10836","1305"
"1209","10837","2070"
"1210","10838","100"
"1211","10839","100"
"1212","10840","5499"
"1213","10841","5499"
"1214","10843","107"
"1215","10847","107"
"1216","10848","886"
"1217","10849","86"
"1218","10850","2071"
"1219","10851","714"
"1220","10852","683"
"1221","10853","352"
"1222","10854","16336"
"1223","10855","68"
"1224","10856","2072"
"1225","10857","290"
"1226","10858","2073"
"1227","10860","2074"
"1228","13578","3137"
"1229","13579","256"
"1230","13582","19"
"1231","13583","1265"
"1232","13584","39"
"1233","13585","37"
"1234","13586","2086"
"1235","13589","152"
"1236","13607","3182"
"1237","13608","3519"
"1238","13612","3182"
"1239","13617","3182"
"1240","13619","185"
"1241","13620","3182"
"1242","13622","3182"
"1243","13626","3182"
"1245","13630","654"
"1246","13631","3182"
"1247","13841","3182"
"1248","13846","3182"
"1249","13847","236"
"1250","1022","302"
"1253","1044","4050"
"1254","1050","36"
"1255","1064","64154"
"1256","1066","775"
"1257","1079","52883"
"1259","1090","87"
"1260","1098","40206"
"1262","1121","7298"
"1263","1122","23004"
"1265","1127","51"
"1266","1129","51"
"1267","1130","3239"
"1268","1131","51"
"1269","1132","292"
"1270","1133","101"
"1272","1135","101"
"1273","1137","101"
"1274","1138","124"
"1275","1139","13"
"1276","3873","1168"
"1277","3911","107"
"1278","3912","107"
"1279","3913","107"
"1280","3914","1168"
"1281","3915","1168"
"1282","3918","2641"
"1283","3919","2641"
"1285","3921","10635"
"1286","3922","395"
"1287","3923","395"
"1288","3924","395"
"1289","3925","395"
"1291","3928","395"
"1292","3929","2641"
"1294","3931","2641"
"1295","3932","395"
"1296","3933","2641"
"1297","3934","2641"
"1298","3936","395"
"1299","3937","395"
"1300","3938","395"
"1301","3939","395"
"1302","3940","2641"
"1303","3941","395"
"1304","3942","395"
"1305","3944","395"
"1306","3945","2641"
"1307","3946","2641"
"1309","3949","395"
"1310","3950","395"
"1311","3952","2641"
"1312","3953","2641"
"1313","3954","395"
"1314","3955","395"
"1315","3956","2641"
"1316","3957","395"
"1317","3958","395"
"1318","3959","395"
"1319","3960","395"
"1320","3961","395"
"1321","3962","395"
"1322","3963","395"
"1323","3965","395"
"1324","3966","2641"
"1325","3967","395"
"1326","3968","395"
"1327","9373","751"
"1328","3105","70"
"1329","3106","19"
"1330","3107","34"
"1331","3108","18026"
"1332","3109","34"
"1333","3110","40111"
"1334","3112","3325"
"1335","3113","3325"
"1336","3114","3325"
"1337","3115","13785"
"1338","3116","13785"
"1339","3117","13785"
"1340","3120","116"
"1341","3121","28"
"1342","3129","632"
"1343","3130","752"
"1344","3131","707"
"1345","3132","13"
"1346","3136","705"
"1347","3143","708"
"1348","3145","709"
"1349","3146","4041"
"1350","3147","110"
"1351","3148","1187"
"1352","3149","518"
"1353","3150","631"
"1354","3151","47"
"1358","3160","633"
"1362","3164","633"
"1363","4285","34"
"1364","4286","13"
"1365","4294","11616"
"1366","4307","11297"
"1367","4312","396"
"1368","4316","10"
"1369","4318","196"
"1370","4319","81"
"1371","4320","4057"
"1372","4321","33020"
"1373","4329","7983"
"1374","4335","6619"
"1375","4338","12691"
"1376","4339","12587"
"1377","4340","10560"
"1378","4342","12707"
"1379","4362","107"
"1380","4423","107"
"1381","4500","107"
"1382","4504","150"
"1383","4505","151"
"1384","4506","64"
"1385","4508","92"
"1387","4514","47"
"1388","4520","34"
"1389","4524","35"
"1390","4525","35"
"1391","4526","8140"
"1392","4538","177"
"1393","4539","47"
"1394","4629","10383"
"1396","4659","107"
"1397","4741","107"
"1398","5628","47"
"1399","5648","208"
"1400","5649","208"
"1401","5665","86"
"1402","5666","237"
"1403","5672","39804"
"1407","5679","238"
"1409","5697","40222"
"1410","5703","521"
"1411","5708","1104"
"1412","5726","208"
"1413","5727","208"
"1414","7947","19"
"1415","7948","32"
"1416","7949","810"
"1417","3969","395"
"1418","3971","395"
"1419","3972","2641"
"1420","3973","2641"
"1421","3974","215"
"1422","3975","215"
"1423","3976","215"
"1424","3977","2641"
"1425","3978","2641"
"1426","3979","2641"
"1427","4011","107"
"1428","4020","9372"
"1429","4039","107"
"1430","4040","107"
"1431","4041","107"
"1432","4042","147"
"1433","4043","148"
"1434","4045","5650"
"1435","4049","5650"
"1436","4050","791"
"1437","7656","771"
"1438","7657","771"
"1439","7667","19"
"1440","7669","770"
"1441","7670","773"
"1442","7673","86"
"1443","7713","745"
"1444","7728","74"
"1445","10544","4439"
"1446","10546","4439"
"1447","3166","147"
"1448","3169","633"
"1449","3170","92"
"1450","3171","92"
"1452","3173","92"
"1453","3174","92"
"1454","3175","92"
"1455","3176","92"
"1456","3177","92"
"1457","3188","92"
"1458","3204","713"
"1459","3205","117"
"1460","3206","114"
"1461","3207","118"
"1462","3219","147"
"1463","3220","633"
"1465","3222","147"
"1466","3223","147"
"1467","3229","716"
"1468","3230","92"
"1471","3233","730"
"1472","3234","739"
"1473","3237","741"
"1474","3238","44"
"1475","3240","121"
"1476","3242","744"
"1477","3243","746"
"1478","3247","167"
"1479","3248","44"
"1480","3252","39"
"1481","3256","761"
"1482","3258","718"
"1483","3260","378"
"1484","3261","764"
"1485","6923","246"
"1486","6924","121"
"1487","6925","496"
"1488","6927","497"
"1489","6940","49361"
"1490","6942","16682"
"1491","6945","517"
"1492","6946","185"
"1493","6949","13"
"1494","6950","192"
"1495","6951","630"
"1497","6957","217"
"1498","6958","2376"
"1499","6960","37"
"1500","6963","8619"
"1501","6965","788"
"1502","6974","537"
"1503","6979","557"
"1504","6980","557"
"1505","6982","536"
"1506","6984","558"
"1508","7020","711"
"1509","7023","537"
"1510","7035","573"
"1511","7036","573"
"1512","7951","809"
"1513","7952","811"
"1514","7953","4439"
"1515","7954","4439"
"1516","7955","4439"
"1517","7960","563"
"1518","7961","332"
"1519","7962","812"
"1520","7964","804"
"1521","7965","813"
"1522","7966","201"
"1523","7967","87"
"1524","7968","634"
"1525","7969","825"
"1526","7970","634"
"1527","7971","634"
"1528","7972","634"
"1529","7973","634"
"1530","7974","807"
"1531","7975","340"
"1532","7976","786"
"1533","7978","148"
"1534","7979","13852"
"1535","7992","845"
"1536","7994","885"
"1537","7997","823"
"1538","7998","804"
"1539","8000","10383"
"1540","8001","180"
"1541","8004","64319"
"1542","8014","840"
"1543","8016","630"
"1544","8593","41"
"1545","8595","1664"
"1546","8596","135"
"1547","8598","1003"
"1548","8599","870"
"1549","8600","1004"
"1550","8602","47"
"1551","8604","3881"
"1552","8606","1005"
"1553","8607","3881"
"1554","8609","1006"
"1555","8611","72"
"1556","8613","1008"
"1557","8615","107"
"1558","8616","3639"
"1559","8617","1008"
"1560","8618","1008"
"1561","8619","107"
"1562","8620","107"
